auction_id,bidder_id,organization_type,budget_million_usd,priority_level,urgency_score,mission_type,technical_readiness,payload_mass_kg,time_sensitivity_days,strategic_importance,risk_factor,previous_launches,reliability_score,auction_date,launch_window_date,n_competitors,composite_score,is_winner,rank,budget_per_kg,urgency_time_ratio,readiness_reliability,priority_numeric,org_type_numeric
538,BID_538_3,Commercial,16.32,Low,1,GPS,5,2862,61,3,6,41,1.0,2026-03-21,2026-06-12,5,0.2979523088569266,0,5.0,5702.3060796645705,0.01639344262295082,0.5,1,1
538,BID_538_4,Military,39.63,Medium,8,Emergency Response,10,2883,15,8,1,31,0.84,2026-03-21,2026-06-12,5,0.785,1,1.0,13746.097814776274,0.5333333333333333,0.84,2,5
539,BID_539_0,Research,3.17,High,6,Technology Demonstration,9,505,97,10,6,41,0.918,2027-01-27,2027-02-27,5,0.5839339174881344,0,2.0,6277.227722772277,0.061855670103092786,0.8262,3,2
539,BID_539_1,Research,10.48,High,8,ISS Resupply,5,179,107,5,10,13,0.921,2027-01-27,2027-02-27,5,0.580655348667397,0,3.0,58547.486033519555,0.07476635514018691,0.4605,3,2
539,BID_539_2,Commercial,5.78,Medium,2,Technology Demonstration,5,124,78,6,3,2,0.783,2027-01-27,2027-02-27,5,0.3877564804673238,0,5.0,46612.903225806454,0.02564102564102564,0.3915,2,1
539,BID_539_3,Emergency,27.39,Critical,8,Defense,9,2428,23,10,5,40,1.0,2027-01-27,2027-02-27,5,0.925,1,1.0,11280.889621087315,0.34782608695652173,0.9,4,4
539,BID_539_4,Commercial,16.27,Medium,2,GPS,9,1527,146,6,6,48,1.0,2027-01-27,2027-02-27,5,0.5085031033223805,0,4.0,10654.878847413229,0.0136986301369863,0.9,2,1
540,BID_540_0,Government,27.29,High,6,Satellite Deployment,7,3277,25,6,7,31,0.981,2027-01-18,2027-04-07,4,0.6722735773443761,0,3.0,8327.73878547452,0.24,0.6867,3,3
540,BID_540_1,Military,37.43,High,6,Satellite Deployment,8,4779,116,6,2,34,0.956,2027-01-18,2027-04-07,4,0.7750000000000001,0,2.0,7832.182464950826,0.05172413793103448,0.7648,3,5
540,BID_540_2,Emergency,30.13,Critical,9,Weather Monitoring,5,2079,129,8,3,45,1.0,2027-01-18,2027-04-07,4,0.8462423189954583,1,1.0,14492.544492544492,0.06976744186046512,0.5,4,4
540,BID_540_3,Research,8.31,High,8,Communications,9,2467,85,10,6,14,0.646,2027-01-18,2027-04-07,4,0.6505036067325675,0,4.0,3368.4637211187683,0.09411764705882353,0.5814,3,2
541,BID_541_0,Emergency,22.78,Critical,8,GPS,7,165,62,8,1,4,0.688,2026-10-10,2026-12-14,5,0.8052242152466368,1,1.0,138060.60606060605,0.12903225806451613,0.4815999999999999,4,4
541,BID_541_1,Emergency,19.58,Critical,9,Weather Monitoring,6,3304,54,6,8,34,0.916,2026-10-10,2026-12-14,5,0.7391216037984703,0,4.0,5926.150121065375,0.16666666666666666,0.5496,4,4
541,BID_541_2,Military,37.91,High,6,Scientific Research,10,4791,45,7,5,21,0.967,2026-10-10,2026-12-14,5,0.7899999999999999,0,2.0,7912.753078689209,0.13333333333333333,0.967,3,5
541,BID_541_3,Commercial,23.58,Low,1,Satellite Deployment,9,426,171,7,1,22,0.793,2026-10-10,2026-12-14,5,0.4554998681086785,0,5.0,55352.112676056335,0.005847953216374269,0.7137,1,1
541,BID_541_4,Military,35.83,Medium,10,Earth Observation,9,2174,69,7,2,5,0.665,2026-10-10,2026-12-14,5,0.7862833025586916,0,3.0,16481.140754369826,0.14492753623188406,0.5985,2,5
542,BID_542_0,Military,49.87,High,6,Weather Monitoring,10,2840,123,10,9,50,1.0,2026-05-24,2026-06-17,5,0.7999999999999999,1,1.0,17559.859154929578,0.04878048780487805,1.0,3,5
542,BID_542_1,Emergency,27.99,Critical,9,Technology Demonstration,6,818,50,10,7,19,0.74,2026-05-24,2026-06-17,5,0.7953148185281733,0,2.0,34217.60391198044,0.18,0.444,4,4
542,BID_542_2,Commercial,21.09,Medium,2,Communications,8,1567,9,3,8,23,0.836,2026-05-24,2026-06-17,5,0.4157248847002206,0,3.0,13458.838544990427,0.2222222222222222,0.6688000000000001,2,1
542,BID_542_3,Research,10.12,Low,3,Weather Monitoring,8,3895,13,10,3,0,0.772,2026-05-24,2026-06-17,5,0.40073190294766386,0,4.0,2598.2028241335047,0.23076923076923078,0.6176,1,2
542,BID_542_4,Commercial,14.1,Medium,1,GPS,6,1948,147,1,3,12,0.749,2026-05-24,2026-06-17,5,0.34568377782233806,0,5.0,7238.193018480493,0.006802721088435374,0.44939999999999997,2,1
543,BID_543_0,Military,40.33,High,7,ISS Resupply,7,4396,38,10,8,46,0.961,2026-03-23,2026-06-20,3,0.7949999999999999,0,2.0,9174.24931756142,0.18421052631578946,0.6727,3,5
543,BID_543_1,Government,28.83,Medium,9,ISS Resupply,8,971,35,9,4,34,0.951,2026-03-23,2026-06-20,3,0.7087131167865114,0,3.0,29691.04016477858,0.2571428571428571,0.7608,2,3
543,BID_543_2,Military,35.01,High,10,ISS Resupply,10,4921,87,9,8,10,0.811,2026-03-23,2026-06-20,3,0.8420220679394991,1,1.0,7114.407640723431,0.11494252873563218,0.811,3,5
544,BID_544_0,Military,40.91,High,6,Satellite Deployment,7,2036,129,10,4,4,0.704,2026-08-15,2026-11-01,2,0.7949999999999999,0,2.0,20093.320235756386,0.046511627906976744,0.49279999999999996,3,5
544,BID_544_1,Emergency,20.51,Critical,10,Scientific Research,9,4866,129,10,5,21,0.998,2026-08-15,2026-11-01,2,0.8403361036421413,1,1.0,4214.960953555282,0.07751937984496124,0.8982,4,4
545,BID_545_0,Military,24.69,High,7,Scientific Research,10,4005,48,6,3,35,0.914,2026-02-28,2026-03-19,4,0.7721134020618557,0,2.0,6164.794007490636,0.14583333333333334,0.914,3,5
545,BID_545_1,Government,21.99,Medium,9,Scientific Research,10,1973,41,6,5,5,0.633,2026-02-28,2026-03-19,4,0.7039175257731959,0,3.0,11145.4637607704,0.21951219512195122,0.633,2,3
545,BID_545_2,Emergency,29.1,Critical,9,Communications,10,1178,141,6,7,23,0.903,2026-02-28,2026-03-19,4,0.9050000000000001,1,1.0,24702.88624787776,0.06382978723404255,0.903,4,4
545,BID_545_3,Research,8.46,High,8,Satellite Deployment,10,1136,167,1,3,2,0.71,2026-02-28,2026-03-19,4,0.6026804123711341,0,4.0,7447.183098591549,0.04790419161676647,0.71,3,2
546,BID_546_0,Research,13.05,Low,4,Scientific Research,10,3695,134,6,3,44,1.0,2026-06-22,2026-07-18,2,0.6,1,1.0,3531.7997293640055,0.029850746268656716,1.0,1,2
546,BID_546_1,Research,3.23,High,5,Communications,5,1170,135,2,7,21,0.976,2026-06-22,2026-07-18,2,0.47187739463601536,0,2.0,2760.6837606837607,0.037037037037037035,0.488,3,2
547,BID_547_0,Research,10.32,High,3,Satellite Deployment,7,4973,66,8,8,29,0.897,2026-06-10,2026-08-06,5,0.5021555161719096,0,2.0,2075.206113010255,0.045454545454545456,0.6279,3,2
547,BID_547_1,Military,45.14,High,6,Technology Demonstration,9,1937,40,6,3,38,0.907,2026-06-10,2026-08-06,5,0.7799999999999999,1,1.0,23304.078471863708,0.15,0.8163,3,5
547,BID_547_2,Commercial,24.22,Low,4,Weather Monitoring,8,434,47,10,9,13,0.666,2026-06-10,2026-08-06,5,0.47413823659725307,0,4.0,55806.45161290323,0.0851063829787234,0.5328,1,1
547,BID_547_3,Commercial,14.77,Low,3,Communications,10,4533,77,2,10,24,0.858,2026-06-10,2026-08-06,5,0.3368010633584404,0,5.0,3258.3278182219283,0.03896103896103896,0.858,1,1
547,BID_547_4,Research,4.84,Medium,7,ISS Resupply,6,1070,114,8,1,32,0.837,2026-06-10,2026-08-06,5,0.5018054940186087,0,3.0,4523.3644859813085,0.06140350877192982,0.5022,2,2
548,BID_548_0,Emergency,20.54,Critical,9,Emergency Response,5,3238,66,7,2,36,1.0,2026-11-13,2027-01-06,5,0.7936045468142388,0,3.0,6343.421865348981,0.13636363636363635,0.5,4,4
548,BID_548_1,Emergency,33.43,Critical,9,GPS,5,2583,155,8,5,41,0.921,2026-11-13,2027-01-06,5,0.8850000000000001,1,1.0,12942.315137437088,0.05806451612903226,0.4605,4,4
548,BID_548_2,Emergency,26.66,Critical,9,Communications,10,2608,161,7,10,26,0.863,2026-11-13,2027-01-06,5,0.8493718217170206,0,2.0,10222.39263803681,0.055900621118012424,0.863,4,4
548,BID_548_3,Government,21.86,Medium,10,Technology Demonstration,8,1470,123,7,3,24,0.78,2026-11-13,2027-01-06,5,0.6984759198324859,0,4.0,14870.748299319728,0.08130081300813008,0.6240000000000001,2,3
548,BID_548_4,Commercial,6.04,Low,1,Weather Monitoring,6,2194,62,7,3,47,1.0,2026-11-13,2027-01-06,5,0.305169009871373,0,5.0,2752.9626253418414,0.016129032258064516,0.6,1,1
549,BID_549_0,Commercial,13.47,Low,5,Defense,10,421,143,8,10,43,1.0,2026-06-17,2026-07-13,4,0.44313137922009943,0,3.0,31995.24940617577,0.03496503496503497,1.0,1,1
549,BID_549_1,Military,38.21,High,9,Scientific Research,10,2066,86,10,10,43,1.0,2026-06-17,2026-07-13,4,0.855,1,1.0,18494.675701839304,0.10465116279069768,1.0,3,5
549,BID_549_2,Research,13.59,High,4,Defense,7,2061,41,5,8,11,0.877,2026-06-17,2026-07-13,4,0.5239165140015702,0,2.0,6593.886462882096,0.0975609756097561,0.6139,3,2
549,BID_549_3,Commercial,9.22,Medium,3,Defense,6,1942,69,5,4,2,0.763,2026-06-17,2026-07-13,4,0.4103245223763413,0,4.0,4747.682801235839,0.043478260869565216,0.4578,2,1
550,BID_550_0,Government,27.72,Medium,10,Defense,8,3423,14,8,6,29,1.0,2026-03-12,2026-03-29,3,0.7629411764705885,0,2.0,8098.159509202454,0.7142857142857143,0.8,2,3
550,BID_550_1,Emergency,29.75,Critical,10,Technology Demonstration,10,2300,134,9,7,37,1.0,2026-03-12,2026-03-29,3,0.955,1,1.0,12934.782608695652,0.07462686567164178,1.0,4,4
550,BID_550_2,Government,15.73,High,10,GPS,6,3053,68,8,10,30,1.0,2026-03-12,2026-03-29,3,0.6971848739495798,0,3.0,5152.309204061578,0.14705882352941177,0.6,3,3
551,BID_551_0,Military,49.92,Low,10,Earth Observation,5,3629,60,7,2,11,0.713,2026-08-21,2026-10-16,4,0.685,0,4.0,13755.855607605401,0.16666666666666666,0.3565,1,5
551,BID_551_1,Government,27.95,High,5,Defense,10,164,153,10,5,32,0.846,2026-08-21,2026-10-16,4,0.6899739583333333,0,3.0,170426.82926829267,0.032679738562091505,0.846,3,3
551,BID_551_2,Government,29.47,High,6,Earth Observation,9,1268,89,10,7,25,0.841,2026-08-21,2026-10-16,4,0.6975861378205127,0,2.0,23241.324921135645,0.06741573033707865,0.7569,3,3
551,BID_551_3,Emergency,31.95,Critical,8,ISS Resupply,6,210,123,7,4,23,0.963,2026-08-21,2026-10-16,4,0.7800060096153846,1,1.0,152142.85714285713,0.06504065040650407,0.5778,4,4
552,BID_552_0,Emergency,16.25,Critical,8,Weather Monitoring,5,2269,173,10,4,15,0.888,2026-06-17,2026-07-17,2,0.8900000000000001,1,1.0,7161.745262230057,0.046242774566473986,0.444,4,4
552,BID_552_1,Research,7.02,Low,6,ISS Resupply,7,2694,86,4,1,28,0.95,2026-06-17,2026-07-17,2,0.458,0,2.0,2605.790645879733,0.06976744186046512,0.6649999999999999,1,2
553,BID_553_0,Research,14.7,High,3,Satellite Deployment,5,4475,172,2,8,33,1.0,2027-01-03,2027-03-09,3,0.615,0,2.0,3284.9162011173185,0.01744186046511628,0.5,3,2
553,BID_553_1,Research,13.23,High,4,ISS Resupply,5,3117,147,8,2,35,0.934,2027-01-03,2027-03-09,3,0.7000000000000002,1,1.0,4244.46583253128,0.027210884353741496,0.467,3,2
553,BID_553_2,Research,4.02,Medium,4,GPS,10,2388,52,7,9,29,0.868,2027-01-03,2027-03-09,3,0.4733673469387755,0,3.0,1683.4170854271356,0.07692307692307693,0.868,2,2
554,BID_554_0,Emergency,16.42,Critical,8,Scientific Research,10,307,142,8,3,14,0.911,2026-02-25,2026-03-18,5,0.888579604578564,0,3.0,53485.34201954398,0.056338028169014086,0.911,4,4
554,BID_554_1,Emergency,19.22,Critical,9,Scientific Research,9,3622,109,9,4,12,0.76,2026-02-25,2026-03-18,5,0.9400000000000001,1,1.0,5306.460519050249,0.08256880733944955,0.684,4,4
554,BID_554_2,Commercial,9.59,Low,3,Satellite Deployment,10,482,168,6,3,28,1.0,2026-02-25,2026-03-18,5,0.45473985431841824,0,4.0,19896.265560165975,0.017857142857142856,1.0,1,1
554,BID_554_3,Commercial,10.37,Low,1,GPS,7,4352,175,1,1,1,0.786,2026-02-25,2026-03-18,5,0.3548855359001041,0,5.0,2382.8125,0.005714285714285714,0.5502,1,1
554,BID_554_4,Emergency,18.35,Critical,10,Scientific Research,10,1148,23,7,6,29,0.989,2026-02-25,2026-03-18,5,0.9286836628511967,0,2.0,15984.32055749129,0.43478260869565216,0.989,4,4
555,BID_555_0,Commercial,7.95,High,5,Weather Monitoring,6,4799,38,4,7,33,1.0,2026-04-03,2026-06-03,3,0.5384398216939078,0,2.0,1656.5951239841634,0.13157894736842105,0.6,3,1
555,BID_555_1,Commercial,20.19,High,4,Scientific Research,5,1725,38,4,7,39,0.994,2026-04-03,2026-06-03,3,0.66,1,1.0,11704.347826086956,0.10526315789473684,0.497,3,1
555,BID_555_2,Research,8.28,Medium,7,Earth Observation,6,319,160,3,10,46,1.0,2026-04-03,2026-06-03,3,0.4825260029717682,0,3.0,25956.112852664573,0.04375,0.6,2,2
556,BID_556_0,Research,12.58,Medium,8,GPS,9,2985,175,4,4,9,0.641,2026-06-07,2026-07-28,5,0.5725766470971951,0,4.0,4214.405360134004,0.045714285714285714,0.5769000000000001,2,2
556,BID_556_1,Emergency,20.99,Critical,8,Technology Demonstration,6,4377,161,7,1,18,0.789,2026-06-07,2026-07-28,5,0.8061513372472278,0,3.0,4795.522047064199,0.049689440993788817,0.4734,4,4
556,BID_556_2,Emergency,19.65,Critical,10,Communications,7,1947,40,9,7,5,0.702,2026-06-07,2026-07-28,5,0.835225048923679,0,2.0,10092.449922958398,0.25,0.49139999999999995,4,4
556,BID_556_3,Commercial,7.59,Low,4,Earth Observation,5,501,148,8,1,32,0.876,2026-06-07,2026-07-28,5,0.3918884540117417,0,5.0,15149.700598802396,0.02702702702702703,0.438,1,1
556,BID_556_4,Military,30.66,High,9,ISS Resupply,9,1397,58,6,2,0,0.647,2026-06-07,2026-07-28,5,0.845,1,1.0,21947.029348604152,0.15517241379310345,0.5823,3,5
557,BID_557_0,Government,11.25,Medium,10,Defense,6,4673,180,7,2,31,1.0,2026-08-22,2026-09-10,3,0.6102020525978191,0,2.0,2407.4470361652043,0.05555555555555555,0.6,2,3
557,BID_557_1,Emergency,31.18,Critical,10,Weather Monitoring,9,2215,110,7,6,28,1.0,2026-08-22,2026-09-10,3,0.9299999999999999,1,1.0,14076.749435665914,0.09090909090909091,0.9,4,4
557,BID_557_2,Research,4.76,Medium,4,Communications,6,1351,43,3,9,1,0.7,2026-08-22,2026-09-10,3,0.36316549069916615,0,3.0,3523.316062176166,0.09302325581395349,0.42,2,2
558,BID_558_0,Government,27.29,Medium,9,Technology Demonstration,6,1608,52,9,1,24,0.795,2026-06-10,2026-07-06,4,0.7750000000000001,0,2.0,16971.39303482587,0.17307692307692307,0.477,2,3
558,BID_558_1,Military,22.48,High,8,Communications,7,503,106,9,4,4,0.797,2026-06-10,2026-07-06,4,0.780936240381092,1,1.0,44691.84890656063,0.07547169811320754,0.5579,3,5
558,BID_558_2,Commercial,11.05,Low,5,Satellite Deployment,7,3350,132,5,2,15,0.652,2026-06-10,2026-07-06,4,0.43622755588127526,0,4.0,3298.507462686567,0.03787878787878788,0.4564,1,1
558,BID_558_3,Government,26.08,Medium,6,Defense,7,1099,174,8,3,0,0.767,2026-06-10,2026-07-06,4,0.6939153536093806,0,3.0,23730.66424021838,0.034482758620689655,0.5368999999999999,2,3
559,BID_559_0,Research,9.97,Medium,6,Satellite Deployment,9,2449,176,7,4,36,1.0,2026-05-24,2026-07-19,2,0.5994015659955257,0,2.0,4071.0494079216005,0.03409090909090909,0.9,2,2
559,BID_559_1,Emergency,17.88,Critical,10,GPS,8,618,87,9,1,23,0.826,2026-05-24,2026-07-19,2,0.9650000000000001,1,1.0,28932.038834951458,0.11494252873563218,0.6608,4,4
560,BID_560_0,Commercial,17.48,Low,3,ISS Resupply,8,2292,25,2,10,49,1.0,2026-05-01,2026-07-27,2,0.4561538461538462,0,2.0,7626.52705061082,0.12,0.8,1,1
560,BID_560_1,Government,19.76,Low,7,Earth Observation,7,238,152,10,7,37,1.0,2026-05-01,2026-07-27,2,0.6499999999999999,1,1.0,83025.21008403362,0.046052631578947366,0.7,1,3
561,BID_561_0,Emergency,24.19,Critical,9,Scientific Research,5,4008,7,6,5,10,0.73,2026-09-19,2026-12-05,4,0.8650000000000001,0,2.0,6035.429141716567,1.2857142857142858,0.365,4,4
561,BID_561_1,Research,6.68,High,8,Satellite Deployment,5,4164,31,3,2,9,0.682,2026-09-19,2026-12-05,4,0.574036792062836,0,3.0,1604.2267050912585,0.25806451612903225,0.341,3,2
561,BID_561_2,Research,3.68,Medium,7,Communications,10,3622,165,7,8,34,1.0,2026-09-19,2026-12-05,4,0.5080322447292269,0,4.0,1016.0132523467697,0.04242424242424243,1.0,2,2
561,BID_561_3,Emergency,24.17,Critical,9,Satellite Deployment,9,4386,128,6,3,27,0.917,2026-09-19,2026-12-05,4,0.9147933030177761,1,1.0,5510.715914272686,0.0703125,0.8253,4,4
562,BID_562_0,Military,41.75,High,7,Scientific Research,8,3289,179,9,6,44,1.0,2026-05-30,2026-06-16,5,0.805,0,2.0,12693.827911219216,0.03910614525139665,0.8,3,5
562,BID_562_1,Military,40.02,High,10,Technology Demonstration,8,4562,114,7,4,40,1.0,2026-05-30,2026-06-16,5,0.8446407185628743,1,1.0,8772.468215694871,0.08771929824561403,0.8,3,5
562,BID_562_2,Government,27.24,Medium,6,ISS Resupply,9,851,168,8,5,12,0.629,2026-05-30,2026-06-16,5,0.6281137724550899,0,5.0,32009.400705052878,0.03571428571428571,0.5661,2,3
562,BID_562_3,Military,36.14,High,10,GPS,6,2010,38,6,3,7,0.746,2026-05-30,2026-06-16,5,0.7964071856287426,0,3.0,17980.099502487563,0.2631578947368421,0.4476,3,5
562,BID_562_4,Government,29.79,High,5,GPS,8,3197,76,10,8,18,0.824,2026-05-30,2026-06-16,5,0.6933832335329341,0,4.0,9318.110728808259,0.06578947368421052,0.6592,3,3
563,BID_563_0,Emergency,22.43,Critical,10,Emergency Response,8,2608,86,9,8,25,0.839,2026-02-01,2026-02-25,2,0.93,1,1.0,8600.460122699387,0.11627906976744186,0.6712,4,4
563,BID_563_1,Emergency,18.9,Critical,10,Emergency Response,7,829,114,9,6,27,0.977,2026-02-01,2026-02-25,2,0.890655372269282,0,2.0,22798.552472858864,0.08771929824561403,0.6839,4,4
564,BID_564_0,Commercial,14.79,Medium,1,Earth Observation,6,2991,87,4,8,12,0.631,2026-06-12,2026-07-31,2,0.42879275653923543,0,2.0,4944.834503510531,0.011494252873563218,0.3786,2,1
564,BID_564_1,Emergency,24.85,Critical,9,Technology Demonstration,8,1627,125,6,2,40,1.0,2026-06-12,2026-07-31,2,0.9100000000000001,1,1.0,15273.509526736325,0.072,0.8,4,4
565,BID_565_0,Emergency,24.66,Critical,8,GPS,6,505,101,9,1,11,0.72,2026-04-12,2026-06-30,4,0.905,1,1.0,48831.683168316835,0.07920792079207921,0.432,4,4
565,BID_565_1,Commercial,21.76,Low,2,Defense,6,3890,112,4,7,19,0.76,2026-04-12,2026-06-30,4,0.45060016220600163,0,4.0,5593.830334190231,0.017857142857142856,0.45599999999999996,1,1
565,BID_565_2,Commercial,22.2,Low,3,Technology Demonstration,7,4396,165,9,10,48,1.0,2026-04-12,2026-06-30,4,0.5200608272506083,0,3.0,5050.045495905369,0.01818181818181818,0.7,1,1
565,BID_565_3,Emergency,21.56,Critical,9,Weather Monitoring,8,3660,70,8,5,18,0.904,2026-04-12,2026-06-30,4,0.883572587185726,0,2.0,5890.710382513661,0.12857142857142856,0.7232000000000001,4,4
566,BID_566_0,Commercial,14.08,Medium,3,Technology Demonstration,5,3340,152,10,10,15,0.876,2027-01-30,2027-03-10,4,0.46343814281516305,0,3.0,4215.568862275449,0.019736842105263157,0.438,2,1
566,BID_566_1,Research,4.51,Low,8,Weather Monitoring,7,4837,122,5,4,36,1.0,2027-01-30,2027-03-10,4,0.4181325301204819,0,4.0,932.3961132933637,0.06557377049180328,0.7,1,2
566,BID_566_2,Emergency,34.03,Critical,9,Satellite Deployment,9,4698,50,7,1,37,0.968,2027-01-30,2027-03-10,4,0.935,1,1.0,7243.507875691784,0.18,0.8712,4,4
566,BID_566_3,Emergency,18.51,Critical,8,Technology Demonstration,10,4007,62,10,9,37,1.0,2027-01-30,2027-03-10,4,0.8009829562151043,0,2.0,4619.416021961567,0.12903225806451613,1.0,4,4
567,BID_567_0,Research,9.81,Medium,3,Satellite Deployment,9,3749,40,1,3,7,0.828,2026-03-24,2026-05-01,4,0.4615083135391924,0,4.0,2616.6977860762872,0.075,0.7452,2,2
567,BID_567_1,Commercial,14.79,Medium,4,GPS,7,4348,96,4,5,40,1.0,2026-03-24,2026-05-01,4,0.5406532066508314,0,3.0,3401.5639374425023,0.041666666666666664,0.7,2,1
567,BID_567_2,Emergency,19.6,Critical,9,GPS,8,4897,40,6,4,0,0.513,2026-03-24,2026-05-01,4,0.8827790973871734,1,1.0,4002.450479885644,0.225,0.41040000000000004,4,4
567,BID_567_3,Government,21.05,Medium,9,Earth Observation,7,3225,23,10,4,36,0.876,2026-03-24,2026-05-01,4,0.78,0,2.0,6527.131782945737,0.391304347826087,0.6132,2,3
568,BID_568_0,Commercial,18.23,Low,2,ISS Resupply,6,3880,92,7,6,33,1.0,2026-04-14,2026-06-05,2,0.4375018925056775,0,2.0,4698.453608247422,0.021739130434782608,0.6,1,1
568,BID_568_1,Emergency,26.42,Critical,8,GPS,9,2863,167,6,9,27,1.0,2026-04-14,2026-06-05,2,0.8650000000000001,1,1.0,9228.082431016417,0.04790419161676647,0.9,4,4
569,BID_569_0,Research,5.22,Medium,3,Weather Monitoring,10,3053,148,5,4,16,0.869,2026-11-21,2027-02-14,2,0.4573722250903458,0,2.0,1709.7936455944973,0.02027027027027027,0.869,2,2
569,BID_569_1,Emergency,19.37,Critical,9,Communications,5,693,64,10,6,3,0.796,2026-11-21,2027-02-14,2,0.9000000000000001,1,1.0,27950.93795093795,0.140625,0.398,4,4
570,BID_570_0,Emergency,18.66,Critical,8,Scientific Research,5,2137,56,9,5,11,0.69,2026-05-05,2026-06-05,4,0.720010183299389,0,3.0,8731.867103416003,0.14285714285714285,0.345,4,4
570,BID_570_1,Research,12.91,Medium,8,ISS Resupply,5,2567,66,8,10,26,0.911,2026-05-05,2026-06-05,4,0.5057331975560082,0,4.0,5029.216984807168,0.12121212121212122,0.4555,2,2
570,BID_570_2,Emergency,33.54,Critical,10,Satellite Deployment,5,4623,173,7,10,17,0.784,2026-05-05,2026-06-05,4,0.7907739307535641,0,2.0,7255.029201817002,0.057803468208092484,0.392,4,4
570,BID_570_3,Military,49.1,High,6,Scientific Research,10,834,172,9,5,4,0.68,2026-05-05,2026-06-05,4,0.8099999999999999,1,1.0,58872.90167865707,0.03488372093023256,0.68,3,5
571,BID_571_0,Research,4.72,Medium,5,Satellite Deployment,6,1970,144,6,1,10,0.649,2026-02-20,2026-04-06,3,0.4418609150921921,0,3.0,2395.939086294416,0.034722222222222224,0.3894,2,2
571,BID_571_1,Military,43.93,High,10,Weather Monitoring,8,3301,93,9,6,46,1.0,2026-02-20,2026-04-06,3,0.8650000000000001,1,1.0,13308.088458043017,0.10752688172043011,0.8,3,5
571,BID_571_2,Research,4.04,Medium,4,Communications,6,4362,46,10,4,0,0.541,2026-02-20,2026-04-06,3,0.4429911222399272,0,2.0,926.1806510774874,0.08695652173913043,0.3246,2,2
572,BID_572_0,Military,45.35,High,6,Communications,6,181,65,7,4,16,0.782,2026-07-20,2026-09-16,3,0.755,0,2.0,250552.4861878453,0.09230769230769231,0.4692,3,5
572,BID_572_1,Emergency,18.5,Critical,8,ISS Resupply,10,3604,123,6,8,27,0.813,2026-07-20,2026-09-16,3,0.7319845644983463,0,3.0,5133.185349611543,0.06504065040650407,0.813,4,4
572,BID_572_2,Emergency,28.46,Critical,10,Technology Demonstration,7,2682,70,7,5,41,1.0,2026-07-20,2026-09-16,3,0.8218908489525908,1,1.0,10611.483967188666,0.14285714285714285,0.7,4,4
573,BID_573_0,Research,5.65,Medium,8,Technology Demonstration,9,2216,131,3,4,1,0.575,2026-03-13,2026-04-11,2,0.5647071905114901,0,2.0,2549.638989169675,0.061068702290076333,0.5175,2,2
573,BID_573_1,Research,13.49,Medium,3,Scientific Research,9,2524,124,2,10,47,1.0,2026-03-13,2026-04-11,2,0.5700000000000001,1,1.0,5344.690966719493,0.024193548387096774,0.9,2,2
574,BID_574_0,Research,6.16,Low,4,Scientific Research,7,526,102,1,8,46,1.0,2026-03-19,2026-05-23,2,0.3011838744983583,0,2.0,11711.026615969582,0.0392156862745098,0.7,1,2
574,BID_574_1,Government,27.41,High,10,Defense,8,932,128,8,5,26,0.792,2026-03-19,2026-05-23,2,0.8600000000000002,1,1.0,29409.871244635193,0.078125,0.6336,3,3
575,BID_575_0,Emergency,27.55,Critical,9,Defense,6,4497,119,9,3,21,0.862,2026-06-16,2026-06-29,3,0.915,1,1.0,6126.30642650656,0.07563025210084033,0.5172,4,4
575,BID_575_1,Commercial,20.01,Low,2,Scientific Research,7,428,156,6,7,25,0.977,2026-06-16,2026-06-29,3,0.44157894736842107,0,3.0,46752.33644859813,0.01282051282051282,0.6839,1,1
575,BID_575_2,Government,19.17,Medium,10,Weather Monitoring,9,1307,70,7,4,28,0.952,2026-06-16,2026-06-29,3,0.713956442831216,0,2.0,14667.17674062739,0.14285714285714285,0.8568,2,3
576,BID_576_0,Research,4.13,Medium,3,ISS Resupply,5,1076,142,8,9,2,0.591,2026-05-07,2026-05-26,2,0.38134283702921506,0,2.0,3838.289962825279,0.02112676056338028,0.2955,2,2
576,BID_576_1,Government,28.41,Low,10,Defense,8,509,178,9,1,31,0.897,2026-05-07,2026-05-26,2,0.74,1,1.0,55815.32416502947,0.056179775280898875,0.7176,1,3
577,BID_577_0,Military,28.74,Medium,7,GPS,5,4914,165,8,6,11,0.789,2026-12-20,2027-01-24,2,0.6900000000000002,1,1.0,5848.595848595849,0.04242424242424243,0.3945,2,5
577,BID_577_1,Commercial,9.76,High,4,ISS Resupply,6,1537,43,8,7,47,1.0,2026-12-20,2027-01-24,2,0.5448990953375087,0,2.0,6350.032530904359,0.09302325581395349,0.6,3,1
578,BID_578_0,Research,8.62,Medium,4,Satellite Deployment,7,2469,45,3,2,24,0.793,2026-11-13,2027-01-17,3,0.4554819516065054,0,3.0,3491.2920210611583,0.08888888888888889,0.5551,2,2
578,BID_578_1,Government,25.21,Medium,10,Weather Monitoring,9,3233,56,6,9,12,0.681,2026-11-13,2027-01-17,3,0.755,1,1.0,7797.71110423755,0.17857142857142858,0.6129000000000001,2,3
578,BID_578_2,Government,19.75,High,7,Weather Monitoring,8,251,85,10,8,32,1.0,2026-11-13,2027-01-17,3,0.750854819516065,0,2.0,78685.25896414343,0.08235294117647059,0.8,3,3
579,BID_579_0,Emergency,26.94,Critical,8,Scientific Research,5,3165,164,10,6,4,0.724,2026-02-07,2026-03-20,4,0.8545748582860955,1,1.0,8511.848341232228,0.04878048780487805,0.362,4,4
